"CASE","STARTED","EE01","HH01_01","HH01_02","HH01_03","HH01_04","HH01_05","HH01_06","HH01_07","HH01_08","HH01_09","HH01_10","HH01_11","HH01_12","HH01_13","HH01_14","HH01_15","HH01_16","IV01_01","IV01_02","IV01_03","IV01_04","IV01_05","IV01_06","IV01_07","IV01_08","IV01_09","IV01_10","IV01_11","IV01_12","IV01_13","IV01_14","IV01_15","IV01_16","IV01_17","IV01_18","IV01_19","IV01_20","IV01_21","IV01_22","IV01_23","IV01_24","IV01_25","IV01_26","IV01_27","IV01_28","IV01_29","IV01_30","IV01_31","IV01_32","IV01_33","IV01_34","IV01_35","IV01_36","IV01_37","IV01_38","IV01_39","IV01_40","IV01_41","IV01_42","IV01_43","IV01_44","IV01_45","IV01_46","IV01_47","IV01_48","IV01_49","IV01_50","IV01_51","IV01_52","IV01_53","IV01_54","IV01_55","IV01_56","IV01_57","IV01_58","IV01_59","IV01_60","IV01_61","IV01_62","IV01_63","IV01_64","IV01_65","IV01_66","IV01_67","IV02_01","IV02_02","IV02_03","KV01","KV02","KV03","KV04","KV05","KV06","RA01_01","RA01_02","SA01_01","SA02_01","SA03_01","SA04_01","SA05_01","SA06_01","SA07_01","SA08_01","SA09_01","SA10_01","SA11_01","SA12_01","SA13_01","SA14_01","SA15_01","SA16_01","SA17_01","SA18_01","SA19_01","SA20_01","SA21_01","SA22_01","SA23_01","SA24_01","SA25_01","SA26_01","SA27_01","SA28_01","SA29_01","SA30_01","SA31_01","SA32_01","SA33_01","SA34_01","SA35_01","SA36_01","SA37_01","SA38_01","SA39_01","SA40_01","SA41_01","SA42_01","SA43_01","SA44_01","SA45_01","SA46_01","SA47_01","SA48_01","SA49_01","SA50_01","SA51_01","SA52_01","SA53_01","SA54_01","SA55_01","SA56_01","SA57_01","SA58_01","SA59_01","SA60_01","SA61_01","SA62_01","SA63_01","SA64_01","SA65_01","SA66_01","SA67_01","SV01","SV02","SV03","SV04","SV05","SV06","SV07","SV08","SV09","SV10","SV11","SV12","SV13","SV14","SV15","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME011","TIME012","TIME014","TIME015","TIME017","TIME019","TIME020","TIME021","TIME022","TIME023","TIME024","TIME025","TIME026","TIME027","TIME028","TIME029","TIME030","TIME031","TIME032","TIME033","TIME034","TIME035","TIME036","TIME037","TIME038","TIME039","TIME040","TIME041","TIME042","TIME043","TIME044","TIME045","TIME046","TIME047","TIME048","TIME049","TIME050","TIME051","TIME052","TIME053","TIME054","TIME055","TIME056","TIME057","TIME058","TIME059","TIME060","TIME061","TIME062","TIME063","TIME064","TIME065","TIME066","TIME067","TIME068","TIME069","TIME070","TIME071","TIME072","TIME073","TIME074","TIME075","TIME076","TIME077","TIME078","TIME079","TIME080","TIME081","TIME082","TIME083","TIME084","TIME085","TIME086","TIME087","TIME_SUM","LASTDATA","LASTPAGE","MISSING","MISSREL","TIME_RSI"
1999,"12.12.2023 15:59",1,3,4,2,5,2,2,4,5,4,4,5,1,3,2,4,1,8,22,4,44,14,31,51,7,20,3,58,56,48,34,43,21,50,55,10,49,30,65,47,57,5,18,32,19,23,37,36,1,27,33,12,45,53,25,59,40,26,11,54,62,15,41,28,42,29,67,61,38,64,39,17,35,13,60,9,63,24,6,46,2,66,16,52,0,0,0,20,2,4,1,2,1,10,7,2,1,1,1,2,1,5,14,22,16,2,1,92,80,92,83,86,83,21,13,100,77,1,4,50,1,1,49,3,3,1,1,83,24,96,101,92,101,92,97,101,50,5,3,1,77,83,97,101,97,97,98,101,101,49,1,3,3,97,100,101,101,99,101,100,96,101,1,9,9,5,3,7,4,9,1,9,6,9,9,1,1,9,32,146,248,86,16,261,34,11,61,29,14,17,76,11,9,10,7,12,12,7,10,24,12,8,10,8,8,14,18,9,9,21,8,11,10,16,28,12,8,9,8,8,22,8,29,19,23,7,8,11,10,13,8,10,6,39,11,5,47,8,7,11,7,8,18,11,8,5,8,5,9,11,7,9,16,8,10,6,6,14,31,44,1920,"12.12.2023 16:31",87,1,0,0.67
2004,"12.12.2023 16:11",1,4,2,2,5,3,1,2,5,2,3,2,1,4,2,2,1,55,42,1,31,45,64,21,22,54,24,13,27,58,29,63,41,36,28,4,10,32,53,11,38,14,60,6,44,43,66,56,7,20,39,48,2,35,67,47,8,17,5,62,61,3,59,65,15,46,37,25,51,50,18,9,40,26,57,33,34,49,23,30,52,19,16,12,0,0,0,19,2,4,1,2,1,8,3,48,54,10,8,52,48,10,8,101,98,101,87,101,88,101,101,100,92,101,101,97,100,101,100,100,53,101,82,50,15,8,1,78,100,101,101,96,101,100,101,101,1,28,11,5,50,89,101,101,100,101,101,100,101,1,52,2,2,53,49,101,99,96,101,101,101,101,1,9,9,1,5,9,6,5,1,3,5,9,5,1,1,48,20,73,416,342,14,164,34,24,80,25,26,25,59,5,11,28,8,8,10,24,13,6,6,11,21,4,4,4,5,6,7,10,6,5,5,19,6,11,7,11,16,12,7,8,13,47,8,11,20,7,4,4,8,45,10,9,11,25,7,6,6,5,5,6,4,4,16,10,10,10,6,26,11,4,7,5,11,8,11,7,26,37,2085,"12.12.2023 16:47",87,1,0,0.76
2010,"12.12.2023 16:32",1,4,1,2,4,2,1,3,5,4,5,1,1,5,1,2,3,52,18,30,56,63,49,6,25,60,23,16,3,37,10,44,46,4,1,17,54,15,28,33,53,14,9,13,59,40,8,34,20,29,65,27,61,64,51,7,48,39,19,21,26,31,50,32,66,55,36,38,45,5,22,42,43,67,58,24,57,11,35,12,41,47,2,62,0,0,0,19,2,4,1,2,1,4,1,17,11,14,1,25,35,25,9,101,22,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,21,8,13,16,12,101,101,101,101,101,101,101,101,1,1,1,1,9,5,101,101,101,101,101,101,101,1,1,1,1,1,1,101,101,101,101,101,101,101,1,9,9,8,1,3,6,6,2,4,6,9,9,1,6,4,16,75,154,113,17,147,32,8,36,24,14,15,40,3,340,3,7,8,7,9,59,6,10,5,4,3,3,8,5,4,23,4,4,3,1,4,12,2,4,3,2,2,4,2,4,3,8,3,2,2,5,3,3,3,7,4,3,2,39,5,4,2,3,3,5,3,4,13,14,2,3,4,4,3,2,3,14,3,5,2,23,21,1097,"12.12.2023 16:57",87,1,0,1.51
2012,"12.12.2023 17:01",1,4,5,1,4,2,4,3,4,5,2,2,4,2,4,4,3,23,17,60,7,8,58,14,19,34,62,43,1,57,45,50,40,48,27,42,63,24,10,44,39,41,21,61,52,66,25,32,30,11,35,5,59,37,26,12,22,51,36,56,47,4,54,29,65,46,18,20,28,6,15,64,33,49,3,31,2,67,9,38,53,13,55,16,2,0,2,25,2,7,2,1,1,10,9,7,4,4,3,9,3,6,5,4,101,1,1,98,101,97,101,101,101,98,97,99,98,98,94,97,96,99,97,7,4,2,7,7,4,89,99,99,101,97,100,99,7,6,7,8,2,3,98,95,101,94,96,93,100,2,2,5,4,5,1,98,92,101,99,98,97,101,1,9,9,9,1,1,1,9,1,1,9,9,9,1,9,28,14,27,53,39,6,132,5,84,19,19,2,57,19,3,3,7,6,3,8,3,3,4,9,3,19,5,2,3,4,4,4,4,4,4,4,3,5,3,4,3,4,9,3,4,6,5,6,5,3,3,4,5,3,2,3,3,3,8,5,3,6,3,3,6,5,4,4,13,2,3,9,3,17,3,4,4,13,4,7,4,28,31,894,"12.12.2023 17:16",87,1,0,1.53
2015,"12.12.2023 18:02",1,4,1,3,4,3,2,1,1,2,2,1,2,3,1,3,2,51,42,39,61,33,12,47,40,65,49,17,31,27,25,58,62,64,19,26,53,46,3,60,30,57,35,20,15,23,10,56,32,7,14,29,59,9,45,55,52,63,4,5,54,48,22,43,66,41,38,16,44,24,37,1,21,50,34,2,13,67,28,11,18,8,36,6,0,0,1,21,2,4,2,2,1,4,4,1,2,8,1,1,14,1,8,1,1,5,5,89,92,101,101,101,88,87,101,101,89,101,93,101,95,92,87,8,12,1,7,86,10,93,101,93,101,101,101,101,24,13,1,1,8,1,101,97,87,88,101,91,88,14,10,1,11,12,12,101,86,94,49,84,88,83,1,9,9,9,1,1,1,5,1,1,9,9,9,1,9,11,17,25,33,26,8,190,29,10,9,79,11,18,12,4,9,8,4,24,3,6,6,3,7,5,3,2,3,4,3,2,2,2,5,15,5,5,3,3,10,3,3,4,6,2,3,5,2,2,6,2,16,3,5,5,2,4,3,24,33,6,7,12,4,10,4,2,14,15,2,36,100,13,2,3,2,7,6,4,23,91,52,69,1030,"12.12.2023 18:23",87,1,0,1.48
2023,"13.12.2023 02:41",1,5,4,3,2,2,4,4,4,2,1,2,2,2,5,1,3,1,35,55,40,7,32,14,11,56,59,31,36,25,38,18,12,44,46,49,2,48,42,3,47,64,9,62,17,34,28,37,65,5,4,63,39,45,57,67,13,16,33,58,10,30,61,19,6,60,15,51,29,24,22,53,27,23,20,8,43,54,50,41,66,26,52,21,0,0,0,30,1,4,2,2,1,9,7,49,19,92,1,67,15,1,1,101,92,15,1,51,101,101,101,80,101,101,51,101,101,101,101,50,51,1,1,41,42,10,1,71,80,101,101,101,101,101,101,71,47,39,1,1,101,101,83,101,101,100,101,52,62,49,39,51,1,62,101,86,101,101,101,101,101,101,1,9,9,1,3,9,9,9,1,9,9,9,9,1,1,23,25,132,200,228,10,441,71,35,107,51,37,15,98,42,15,10,3,11,19,5,7,12,18,46,23,9,20,12,5,15,16,6,19,10,4,30,8,7,23,15,53,29,13,11,6,23,13,12,4,3,5,8,4,18,22,19,22,4,45,7,28,4,14,4,13,9,38,19,20,17,6,14,7,5,3,7,4,16,3,17,194,17,2405,"13.12.2023 03:25",87,0,0,0.66
2024,"13.12.2023 06:27",1,4,3,2,5,2,2,4,4,4,3,4,2,4,2,4,4,28,12,27,17,16,11,44,60,47,50,66,33,58,15,38,46,42,36,65,30,23,2,13,26,10,37,24,6,63,40,20,56,1,18,9,4,59,14,61,41,39,54,55,64,49,29,51,3,32,34,53,67,7,48,5,43,31,19,21,62,25,52,8,45,57,22,35,0,0,0,21,2,4,1,2,1,8,7,13,24,18,19,16,21,25,16,82,82,79,21,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,21,10,17,18,25,101,101,101,101,101,101,101,101,22,15,25,15,1,52,101,101,101,101,101,101,101,1,1,1,1,1,1,101,101,101,101,101,101,101,1,8,9,5,3,5,3,6,2,7,6,8,6,3,3,6,26,77,217,95,11,905,167,31,105,18,23,15,269,5,5,2,11,6,15,6,2,5,4,3,3,2,3,6,3,3,2,2,3,4,6,13,3,3,4,3,14,3,5,5,2,15,4,4,20,1,16,4,2,25,3,2,109,3,4,5,15,3,3,2,2,4,3,14,3,2,3,2,3,3,3,3,5,2,3,2,29,8,1605,"13.12.2023 07:08",87,1,0,1.55
2026,"13.12.2023 08:35",1,4,2,4,4,4,2,3,4,4,4,2,2,4,2,3,2,29,1,42,62,3,4,47,52,26,64,37,49,15,65,48,16,17,46,36,63,41,7,33,19,27,53,45,43,39,50,25,56,59,21,12,35,23,57,14,13,18,40,51,5,32,2,44,30,20,24,66,54,38,10,67,55,31,6,61,34,8,60,22,11,28,58,9,0,0,1,22,2,4,1,2,1,4,2,53,6,11,26,90,85,91,91,96,89,13,85,93,91,21,91,94,14,92,91,17,86,93,97,96,94,93,94,63,28,5,92,85,9,91,81,92,84,90,96,7,15,89,11,17,11,86,92,94,100,11,92,93,88,78,27,16,7,34,83,85,89,17,3,96,14,91,1,9,6,5,3,3,4,5,3,8,8,8,9,3,5,4,21,45,76,48,9,103,24,13,59,19,13,14,59,6,11,7,2,310,8,1,2,2,2,8,3,3,1,4,2,2,4,2,2,4,5,3,2,2,2,3,3,4,3,3,1,4,4,34,2,5,3,2,3,3,2,6,5,11,6,4,3,2,2,3,2,4,4,2,3,3,4,3,4,8,2,5,5,2,2,3,17,34,803,"13.12.2023 08:54",87,1,0,1.81
2027,"13.12.2023 09:23",1,4,5,3,5,5,4,2,4,4,4,1,1,2,2,1,1,15,65,49,59,44,54,1,41,26,42,23,29,36,18,6,47,61,39,27,60,67,2,46,5,25,28,3,55,32,35,11,33,31,48,8,17,40,13,43,62,53,51,64,9,66,10,16,56,24,30,38,63,22,37,21,50,20,52,12,7,4,58,34,14,57,45,19,0,1,1,27,2,6,1,2,1,9,3,53,29,17,17,92,50,89,9,82,10,50,17,92,54,53,96,94,91,85,84,89,88,97,53,51,54,90,50,50,6,51,11,92,94,52,51,97,50,92,95,93,51,13,51,6,48,53,82,90,97,95,94,51,51,51,4,53,1,51,53,85,92,90,51,87,97,54,1,8,9,4,5,9,6,5,4,7,5,8,5,3,2,25,23,40,63,52,8,120,20,35,10,53,6,22,41,3,7,4,4,8,5,9,5,7,5,6,11,6,4,5,6,4,5,9,5,5,5,7,15,4,6,10,5,9,5,3,8,8,7,4,3,6,3,5,4,6,7,6,3,6,3,2,5,9,6,6,7,3,6,4,5,12,4,3,3,4,5,6,3,5,4,3,18,16,928,"13.12.2023 09:38",87,1,0,1.25
2033,"13.12.2023 11:21",1,3,5,2,3,2,4,4,4,4,3,3,1,2,4,2,2,8,46,47,35,37,52,22,65,2,1,28,4,58,45,59,21,5,51,18,30,25,64,61,67,43,15,24,16,29,11,40,66,20,62,53,6,13,48,27,39,55,10,12,9,41,44,63,34,3,54,57,42,50,32,19,26,56,33,7,38,60,23,17,14,36,31,49,0,0,0,25,1,5,1,1,1,8,9,1,14,23,1,23,27,6,11,19,18,13,1,101,88,101,94,101,63,22,26,81,39,24,17,50,29,7,1,13,1,17,10,28,73,92,91,101,101,94,80,66,1,1,1,1,61,80,90,101,101,77,101,75,91,49,12,13,1,101,71,101,101,44,101,66,101,101,1,9,9,6,2,9,4,5,2,4,9,9,7,1,5,20,43,127,104,69,20,249,41,48,4384,39,24,22,239,8,9,6,4,9,5,6,6,15,17,5,11,6,7,13,7,4,5,9,9,10,5,10,6,9,18,9,6,7,10,5,4,16,7,7,4,14,13,4,7,14,7,7,12,6,20,6,6,13,9,4,6,15,9,13,7,5,5,9,8,7,6,8,10,16,6,4,57,73,1797,"13.12.2023 13:03",87,1,0,0.77
2035,"13.12.2023 12:11",1,4,4,2,5,3,1,2,4,3,4,2,1,3,4,2,2,25,39,67,8,40,31,36,14,27,11,18,23,10,50,59,44,24,55,32,16,22,43,7,47,52,13,4,2,38,60,46,20,35,3,49,41,37,45,12,42,34,1,33,65,64,54,26,62,9,21,15,6,53,5,58,19,63,29,28,61,51,66,48,17,57,30,56,0,0,0,27,2,4,1,2,1,6,3,2,19,7,11,22,2,13,6,10,11,10,8,94,92,99,88,97,69,57,14,100,16,16,12,49,10,14,10,11,10,10,5,91,12,100,92,79,88,97,88,86,12,17,6,1,83,97,96,92,100,92,95,92,95,53,1,3,1,97,101,97,99,96,101,99,100,97,1,9,9,5,5,9,6,5,4,7,5,9,5,3,3,17,31,69,77,90,14,182,32,25,94,18,13,13,60,8,5,4,6,7,5,5,7,16,8,8,8,7,8,8,14,7,13,18,6,5,5,11,9,7,6,11,9,6,5,4,6,6,7,7,6,8,11,5,4,7,22,7,7,9,7,8,7,7,5,14,16,7,10,4,8,4,7,6,8,4,6,5,5,5,6,5,23,32,1302,"13.12.2023 12:33",87,1,0,0.9
2041,"13.12.2023 12:57",1,3,4,3,5,2,2,4,5,4,4,1,1,4,2,2,3,53,7,24,54,58,64,61,48,5,16,46,14,6,49,3,17,52,25,28,56,57,32,38,42,37,62,33,60,15,34,29,43,67,22,30,31,41,36,45,39,23,1,10,55,44,18,8,21,9,35,19,65,20,2,59,40,66,27,12,50,26,11,13,51,47,63,4,2,4,0,22,2,4,1,2,1,5,3,26,3,13,2,46,25,3,1,100,72,28,1,100,100,100,100,101,101,101,101,101,101,101,101,101,18,14,51,24,19,14,1,56,80,101,101,101,99,101,101,53,80,34,1,2,76,68,100,101,101,101,99,101,90,49,31,2,2,100,76,100,100,75,101,101,101,50,1,9,9,5,5,9,6,9,1,7,7,8,5,3,4,79,17,188,122,115,12,128,18,78,71,184,12,18,38,10,19,12,4,15,10,7,4,25,14,11,6,12,3,19,6,6,8,5,4,4,3,3,4,4,6,18,7,15,11,7,4,16,12,4,5,4,4,5,3,8,23,29,21,3,19,15,4,10,4,5,4,5,22,17,12,12,14,7,9,3,15,9,6,5,4,31,16,25,1776,"13.12.2023 13:27",87,1,0,0.88
2051,"13.12.2023 15:37",1,3,1,3,5,2,1,3,1,2,5,1,1,5,1,3,1,22,61,32,37,63,2,27,52,47,21,49,1,51,10,29,62,18,14,15,23,67,8,65,25,17,44,64,36,58,39,11,16,12,35,34,19,24,48,43,54,3,4,13,42,59,7,26,50,45,57,20,9,30,5,55,28,38,46,40,66,41,53,60,6,33,31,56,0,0,0,19,2,4,1,1,1,3,3,49,28,42,17,80,47,42,21,77,64,52,42,101,64,59,101,72,55,58,61,86,35,89,58,50,51,50,50,51,34,47,49,54,66,66,80,60,86,70,84,55,52,48,31,18,69,58,73,72,101,67,59,59,51,53,23,1,1,101,87,63,83,83,101,62,59,51,1,9,9,1,5,9,9,5,4,9,5,7,5,3,1,96,28,73,279,119,10,140,29,34,13,21,14,15,66,16,7,5,10,6,36,6,13,4,8,5,49,6,8,16,4,12,10,12,10,5,6,9,6,27,6,5,12,7,13,9,11,13,4,6,5,6,9,5,8,18,11,10,6,9,20,6,12,10,7,9,12,3,10,7,19,10,5,7,8,12,4,4,26,4,6,7,17,26,1614,"13.12.2023 16:04",87,1,0,0.83
2057,"13.12.2023 17:06",1,4,2,2,5,3,1,3,5,2,5,2,2,3,1,3,2,49,65,16,3,51,42,18,35,63,22,7,66,44,4,58,64,12,19,32,48,5,31,43,41,60,10,54,33,59,27,26,61,52,15,56,57,46,62,25,40,20,6,50,29,36,38,1,47,23,30,67,28,24,17,37,13,11,8,2,55,45,39,21,53,9,14,34,0,0,0,21,2,6,1,1,1,5,3,17,12,23,1,9,10,14,10,29,9,9,6,101,25,20,12,84,24,7,28,99,22,13,10,51,11,1,14,11,13,1,12,1,50,101,101,30,31,97,101,96,13,11,5,10,72,99,94,89,101,79,101,96,89,11,15,1,1,5,101,101,101,101,101,85,100,86,1,9,9,5,5,9,6,9,4,3,6,9,5,3,3,11,32,43,104,76,19,260,90,28,55,20,88,15,525,9,23,6,29,10,7,11,4,10,8,217,18,26,8,39,5,6,6,9,8,126,6,61,33,15,5,6,5,5,71,6,4,6,41,8,3,9,8,5,6,7,8,6,6,116,33,11,5,10,6,39,6,12,8,54,5,8,5,19,4,4,11,5,3,9,8,83,18,20,1484,"13.12.2023 17:52",87,1,0,0.77
2060,"13.12.2023 17:37",1,2,2,2,4,3,3,4,4,4,3,2,1,4,2,4,3,10,58,19,61,21,4,20,40,62,41,1,51,11,14,24,2,55,59,38,22,66,36,33,9,15,18,63,23,13,43,60,39,49,64,26,17,29,35,12,54,67,7,32,48,31,25,30,65,42,6,37,46,50,53,34,16,28,8,45,44,5,52,47,27,56,57,3,0,3,0,20,2,4,1,1,1,7,4,41,17,78,33,90,85,84,78,81,85,78,63,11,19,26,85,20,18,21,89,20,18,22,87,28,83,81,22,20,26,89,30,25,78,17,88,85,31,13,24,60,27,78,23,25,84,87,22,33,101,84,25,87,24,22,17,18,2,83,91,86,79,84,85,21,14,85,1,8,9,5,5,9,5,9,1,1,9,9,7,1,3,6,31,51,108,59,15,209,31,27,74,19424,45,18,54,18,6,15,12,13,16,6,6,6,13,27,14,9,6,10,9,5,9,15,7,11,8,9,35,8,20,244,9,11,8,8,3,6,5,10,10,8,9,14,6,16,13,6,5,6,9,10,6,5,12,5,13,7,4,14,12,6,5,5,8,7,11,5,8,8,7,12,18,33,1457,"13.12.2023 23:29",87,1,0,0.77
2066,"13.12.2023 18:29",1,3,3,3,5,4,2,1,5,2,4,1,1,4,4,1,1,36,18,56,4,23,42,26,62,64,28,67,38,48,33,7,39,27,14,63,65,59,50,6,47,10,2,43,41,13,34,49,32,52,66,24,60,11,40,9,30,22,55,44,61,46,51,3,15,45,1,58,37,21,12,5,20,16,57,29,17,35,31,8,25,53,54,19,0,0,0,20,2,4,1,2,1,3,3,53,20,15,27,25,56,55,21,13,86,52,11,101,80,83,88,101,55,90,87,100,85,82,21,22,31,56,46,50,15,16,20,89,17,83,101,89,85,78,88,51,55,21,1,19,91,90,57,83,101,80,92,57,48,52,1,19,58,101,101,97,77,50,1,92,85,53,1,8,1,4,5,7,6,5,5,7,5,8,5,5,3,5,19,107,89,60,6,213,1189,19,204,13,372,14,178,6,15,8,10,16,6,10,9,11,11,11,31,9,11,192,12,8,9,13,18,7,8,48,15,11,81,3,7,17,7,10,56,9,19,21,6,23,22,12,10,10,12,5,11,58230,6,112,6,7,29,14,8,22,8,13,10,5,6,8,5,14,6,9,7,9,12,11,9,25,1730,"14.12.2023 11:41",87,1,0,0.7
2070,"13.12.2023 19:25",1,3,4,2,2,1,4,2,4,4,3,1,1,2,3,4,2,19,36,46,21,54,16,6,59,50,43,13,29,56,33,20,60,9,2,38,15,62,48,53,52,34,55,30,12,49,64,1,47,67,11,41,7,35,23,32,26,63,58,31,3,42,66,57,65,17,44,25,51,40,5,4,10,22,24,37,61,45,18,14,28,39,8,27,0,1,0,21,2,4,1,2,1,7,4,1,13,1,1,42,1,1,1,49,11,1,1,100,101,101,101,70,71,53,1,101,101,101,101,48,49,9,1,52,1,86,1,33,32,101,101,88,101,101,81,50,24,1,1,1,36,76,101,101,101,101,101,97,79,30,1,1,1,89,1,101,101,101,101,99,75,101,1,9,9,5,4,5,5,9,3,7,7,9,6,1,2,17,51,429,179,111,17,244,60,15,93,103,25,26,81,10,16,8,9,10,6,9,7,13,11,23,5,6,5,11,4,18,15,219,9,6,5,4,4,7,11,10,12,17,9,15,6,8,14,4,8,14,11,10,18,10,11,9,7,6,23,9,6,9,10,7,6,7,21,12,11,8,6,11,4,9,6,6,4,7,17,5,52,69,1852,"13.12.2023 20:05",87,1,0,0.7
2074,"13.12.2023 19:45",1,3,1,4,4,3,2,4,5,2,4,3,1,2,1,4,2,35,23,66,47,43,31,11,27,48,62,29,15,28,57,53,52,21,26,25,10,1,33,18,55,61,32,67,65,19,4,13,12,5,37,36,41,2,39,46,42,56,45,14,50,63,38,58,24,60,9,40,17,64,6,20,7,16,51,34,49,44,59,3,22,30,8,54,0,1,0,19,1,4,1,2,1,3,2,101,1,1,1,69,4,1,1,72,101,2,1,101,101,1,1,101,101,28,1,101,35,25,4,52,36,1,2,23,1,1,1,27,82,101,1,101,84,101,101,33,60,14,1,1,69,86,61,101,101,94,101,1,101,53,51,19,1,86,101,100,101,101,1,101,101,101,1,9,9,5,5,9,6,5,4,7,5,8,5,3,3,35,47,93,100,54,9,131,35,11,58,34,10,9,51,16,5,5,4,14,4,8,3,43,6,8,6,3,7,3,3,4,10,7,15,18,5,8,8,5,10,10,8,11,20,7,4,25,16,5,4,9,6,3,3,5,12,12,7,3,11,9,4,3,4,7,6,3,9,5,13,5,4,7,10,5,4,6,4,3,7,7,9,16,1236,"13.12.2023 20:05",87,1,0,1.05
2076,"13.12.2023 20:56",1,5,3,2,5,2,1,3,3,4,4,4,2,2,2,4,2,59,64,12,49,16,30,48,47,27,21,20,55,10,42,63,54,17,9,34,25,38,67,4,44,22,11,41,5,40,66,57,19,52,28,43,65,7,6,35,60,61,36,33,26,45,8,3,15,56,14,1,32,53,62,13,50,24,23,31,29,18,2,39,37,46,51,58,0,0,0,21,1,4,1,1,1,3,1,53,11,3,4,49,23,1,1,100,2,2,99,101,101,101,89,100,99,101,52,101,89,100,1,54,12,2,92,52,2,2,3,60,101,101,101,95,96,101,101,101,53,18,15,1,8,100,101,101,101,97,96,101,86,50,16,21,1,94,81,100,100,101,101,101,101,101,1,9,9,5,5,9,6,5,4,7,5,8,5,3,3,5,56,53,91,70,6,287,43,12,85,17,30,16,89,8,12,7,4,45,17,9,13,36,16,24,6,3,3,5,35,4,4,4,42,5,10,5,26,10,25,33,12,153,13,9,13,30,7,3,3,10,4,3,6,12,18,14,12,7,33,46,4,5,4,43,12,6,10,5,12,10,333,5,37,36,9,7,15,12,8,17,29,29,1710,"13.12.2023 21:34",87,1,0,0.78
2083,"14.12.2023 09:14",1,2,2,4,4,4,1,1,5,1,5,1,1,5,1,1,1,41,11,23,12,58,32,53,18,2,59,10,67,34,35,57,49,64,19,42,46,6,29,44,1,30,37,33,36,14,47,25,55,16,65,62,61,48,26,28,66,4,5,63,43,9,21,56,8,51,31,24,39,52,17,20,7,13,60,38,22,45,3,54,50,27,40,15,0,1,0,36,2,6,2,2,1,4,4,28,1,18,1,21,33,101,101,98,16,101,99,101,101,101,100,101,100,99,101,101,101,100,99,101,101,101,101,12,14,22,27,19,101,100,101,101,101,101,101,101,12,19,14,1,15,101,101,101,100,101,101,101,101,2,2,2,1,100,2,101,100,101,50,101,101,101,1,9,9,4,3,8,6,9,4,7,5,8,5,3,2,38,25,54,108,80,11,156,32,53,74,180,17,34,70,9,8,6,5,7,6,6,5,7,8,5,6,6,4,5,4,4,5,4,5,6,4,4,17,4,8,6,7,4,4,6,6,5,4,4,6,4,4,3,5,4,8,3,5,5,4,4,4,4,4,9,4,4,6,4,4,5,10,6,5,3,10,6,8,5,5,4,38,17,1356,"14.12.2023 09:37",87,1,0,1.11
2084,"14.12.2023 09:39",1,2,1,2,4,2,1,1,5,2,2,1,1,2,1,1,1,55,1,11,26,31,29,9,3,7,15,36,64,46,37,45,21,41,16,54,28,27,66,42,22,4,52,51,59,43,56,53,67,33,35,6,49,57,24,44,38,20,32,40,65,2,60,10,12,5,8,14,58,23,17,25,30,61,50,62,63,48,39,18,34,13,47,19,0,0,0,23,2,4,1,2,1,3,1,49,23,63,88,28,61,41,6,55,28,32,21,77,39,70,78,53,28,71,29,51,24,21,18,53,38,34,28,30,33,30,24,77,33,69,50,71,71,71,74,74,36,34,20,7,71,78,83,74,51,77,69,74,72,53,51,27,36,68,31,78,76,88,97,83,69,92,1,9,8,4,5,9,6,5,4,7,5,8,5,3,2,106,22,53,165,80,10,174,26,50,61,17,29,24,53,5,27,9,8,8,8,19,7,22,11,6,7,5,9,6,7,9,8,7,5,5,4,9,7,12,7,5,3,6,5,3,3,5,7,12,3,7,5,4,5,6,7,6,4,17,4,6,5,8,8,11,5,3,4,7,5,4,8,5,4,4,5,5,3,6,7,3,22,48,1410,"14.12.2023 10:02",87,1,0,1.01
2088,"14.12.2023 10:32",1,4,1,2,5,5,1,3,5,2,5,1,1,5,1,1,1,9,2,36,52,3,51,56,5,32,57,10,22,23,4,60,31,53,1,33,28,6,24,45,49,34,65,27,39,18,16,30,26,50,55,41,42,7,67,8,13,40,20,17,37,64,46,12,48,63,44,43,61,58,35,66,21,11,14,38,19,62,29,59,54,15,25,47,1,0,0,20,2,4,1,2,1,7,2,7,11,19,24,1,34,29,8,100,101,98,93,96,97,101,95,101,96,98,93,84,95,101,101,97,101,101,97,44,24,49,52,38,92,101,101,100,101,101,94,101,16,16,22,24,28,94,101,101,96,101,101,101,101,1,1,10,2,3,1,101,101,99,55,98,101,99,1,9,9,5,5,9,6,5,4,7,9,8,5,3,3,6,23,141,90,78,38,100,104,35,81,16,29,107,116,3,6,3,2,4,3,4,2,2,2,2,3,2,1,2,2,3,6,2,2,3,3,3,3,2,1,2,3,2,5,3,3,2,3,2,2,2,3,3,3,2,2,5,3,3,3,3,1,2,4,1,2,1,2,3,2,3,2,2,3,2,3,2,3,2,2,2,24,42,1115,"14.12.2023 10:52",87,1,0,2.07
